Lvl,Mon,Main role,Atk Base,Str,Agi,Dex,Int,Vit,Base HP,Base ATK,Base Def
97,Crucibulk,Tank / Supp,Int-Based,1,29,18,88,96,13318,38,30
98,Crucibulk,Tank / Supp,Int-Based,1,29,18,89,97,13616,38,30
99,Crucibulk,Tank / Supp,Int-Based,1,29,18,90,98,13919,38,30
100,Crucibulk,Tank / Supp,Int-Based,1,30,18,91,99,14228,39,31
1,Starfrog,DPS,Int-Based,1,8,3,9,8,151,4,1
2,Starfrog,DPS,Int-Based,1,8,3,10,8,160,4,1
3,Starfrog,DPS,Int-Based,1,8,4,11,8,172,4,1
4,Starfrog,DPS,Int-Based,1,8,4,12,8,184,4,1
5,Starfrog,DPS,Int-Based,1,8,4,13,8,196,4,1
6,Starfrog,DPS,Int-Based,1,8,4,14,8,209,5,1
7,Starfrog,DPS,Int-Based,1,8,4,15,9,224,5,1
8,Starfrog,DPS,Int-Based,1,8,4,16,9,238,5,1
9,Starfrog,DPS,Int-Based,1,9,4,17,9,252,5,1
10,Starfrog,DPS,Int-Based,1,9,4,18,9,268,6,1
11,Starfrog,DPS,Int-Based,1,10,4,19,9,283,6,1
12,Starfrog,DPS,Int-Based,1,10,4,20,10,301,6,1
13,Starfrog,DPS,Int-Based,1,11,4,21,10,317,6,1
14,Starfrog,DPS,Int-Based,1,11,4,22,11,338,7,1
15,Starfrog,DPS,Int-Based,1,12,5,22,11,356,8,1
16,Starfrog,DPS,Int-Based,1,12,6,23,11,374,8,2
17,Starfrog,DPS,Int-Based,1,13,6,23,12,396,8,2
18,Starfrog,DPS,Int-Based,1,13,7,24,12,415,8,2
19,Starfrog,DPS,Int-Based,1,13,8,25,12,435,9,2
20,Starfrog,DPS,Int-Based,1,14,8,25,13,459,9,2
21,Starfrog,DPS,Int-Based,1,14,8,26,14,485,9,2
22,Starfrog,DPS,Int-Based,1,15,8,27,14,507,9,2
23,Starfrog,DPS,Int-Based,1,15,8,28,15,533,10,2
24,Starfrog,DPS,Int-Based,1,16,8,29,15,557,10,2
25,Starfrog,DPS,Int-Based,1,16,8,30,16,585,10,2
26,Starfrog,DPS,Int-Based,1,17,8,31,16,610,10,2
27,Starfrog,DPS,Int-Based,1,18,8,32,16,634,11,2
28,Starfrog,DPS,Int-Based,1,18,8,33,17,665,11,2
29,Starfrog,DPS,Int-Based,1,20,8,33,18,698,11,2
30,Starfrog,DPS,Int-Based,1,20,8,34,19,730,11,3
31,Starfrog,DPS,Int-Based,1,21,8,35,19,759,11,3
32,Starfrog,DPS,Int-Based,1,21,9,36,20,793,12,3
33,Starfrog,DPS,Int-Based,1,22,9,37,20,823,12,3
34,Starfrog,DPS,Int-Based,1,22,9,38,21,859,12,3
35,Starfrog,DPS,Int-Based,1,23,9,39,21,889,12,3
36,Starfrog,DPS,Int-Based,1,23,10,40,22,928,14,3
37,Starfrog,DPS,Int-Based,1,24,10,41,22,960,14,3
38,Starfrog,DPS,Int-Based,1,25,11,41,23,999,14,3
39,Starfrog,DPS,Int-Based,1,25,11,42,24,1041,14,3
40,Starfrog,DPS,Int-Based,1,26,11,43,24,1076,15,3
41,Starfrog,DPS,Int-Based,1,27,11,44,24,1109,15,3
42,Starfrog,DPS,Int-Based,1,27,12,45,25,1155,15,3
43,Starfrog,DPS,Int-Based,1,28,12,46,25,1190,15,3
44,Starfrog,DPS,Int-Based,1,29,12,46,27,1247,15,4
45,Starfrog,DPS,Int-Based,1,30,12,47,27,1283,16,4
46,Starfrog,DPS,Int-Based,1,30,13,48,28,1332,16,4
47,Starfrog,DPS,Int-Based,1,31,13,49,28,1372,16,4
48,Starfrog,DPS,Int-Based,1,31,13,50,30,1433,16,4
49,Starfrog,DPS,Int-Based,1,32,13,51,30,1475,17,4
50,Starfrog,DPS,Int-Based,1,33,13,52,30,1517,17,4
51,Starfrog,DPS,Int-Based,1,33,14,53,31,1570,17,4
52,Starfrog,DPS,Int-Based,1,34,14,54,31,1613,17,4
53,Starfrog,DPS,Int-Based,1,35,15,54,32,1669,19,4
54,Starfrog,DPS,Int-Based,1,36,15,55,32,1714,19,4
55,Starfrog,DPS,Int-Based,1,36,16,56,33,1772,19,4
56,Starfrog,DPS,Int-Based,1,37,16,57,33,1819,19,4
57,Starfrog,DPS,Int-Based,1,37,17,58,34,1880,20,4
58,Starfrog,DPS,Int-Based,1,38,18,59,34,1928,20,5
59,Starfrog,DPS,Int-Based,1,39,19,59,35,1991,20,5
60,Starfrog,DPS,Int-Based,1,39,19,61,35,2039,20,5
61,Starfrog,DPS,Int-Based,1,41,19,61,36,2105,20,5
62,Starfrog,DPS,Int-Based,1,41,20,62,37,2172,22,5
63,Starfrog,DPS,Int-Based,1,42,20,63,37,2224,22,5
64,Starfrog,DPS,Int-Based,1,42,21,64,38,2293,22,5
65,Starfrog,DPS,Int-Based,1,43,21,65,38,2347,22,5
66,Starfrog,DPS,Int-Based,1,43,21,66,39,2418,23,5
67,Starfrog,DPS,Int-Based,1,44,21,67,40,2492,23,5
68,Starfrog,DPS,Int-Based,1,45,21,68,40,2548,23,5
69,Starfrog,DPS,Int-Based,1,46,21,69,41,2624,23,5
70,Starfrog,DPS,Int-Based,1,47,21,69,42,2700,24,5
71,Starfrog,DPS,Int-Based,1,47,21,71,42,2760,24,5
72,Starfrog,DPS,Int-Based,1,48,21,72,43,2839,24,6
73,Starfrog,DPS,Int-Based,1,50,21,72,44,2920,24,6
74,Starfrog,DPS,Int-Based,1,50,21,73,45,3002,24,6
75,Starfrog,DPS,Int-Based,1,51,21,74,45,3066,25,6
76,Starfrog,DPS,Int-Based,1,52,21,75,46,3152,25,6
77,Starfrog,DPS,Int-Based,1,52,21,76,47,3238,25,6
78,Starfrog,DPS,Int-Based,1,53,21,77,47,3304,25,6
79,Starfrog,DPS,Int-Based,1,54,21,78,48,3393,26,6
80,Starfrog,DPS,Int-Based,1,55,21,79,48,3461,26,6
81,Starfrog,DPS,Int-Based,1,56,21,80,49,3553,26,6
82,Starfrog,DPS,Int-Based,1,56,21,81,50,3648,26,6
83,Starfrog,DPS,Int-Based,1,57,21,82,51,3743,27,6
84,Starfrog,DPS,Int-Based,1,58,21,83,51,3814,27,6
85,Starfrog,DPS,Int-Based,1,58,21,84,52,3912,27,6
86,Starfrog,DPS,Int-Based,1,60,21,85,52,3986,27,7
87,Starfrog,DPS,Int-Based,1,60,21,86,53,4088,27,7
88,Starfrog,DPS,Int-Based,1,62,21,86,54,4190,28,7
89,Starfrog,DPS,Int-Based,1,62,21,88,54,4267,28,7
90,Starfrog,DPS,Int-Based,1,63,21,88,55,4372,28,7
91,Starfrog,DPS,Int-Based,1,64,21,89,56,4480,28,7
92,Starfrog,DPS,Int-Based,1,64,21,91,56,4559,29,7
93,Starfrog,DPS,Int-Based,1,65,21,91,58,4700,29,7
94,Starfrog,DPS,Int-Based,1,66,21,92,58,4782,29,7
95,Starfrog,DPS,Int-Based,1,67,21,93,58,4866,29,7
96,Starfrog,DPS,Int-Based,1,68,21,94,59,4981,30,7
97,Starfrog,DPS,Int-Based,1,68,21,95,60,5097,30,7
98,Starfrog,DPS,Int-Based,1,69,21,96,61,5216,30,7
99,Starfrog,DPS,Int-Based,1,70,21,97,61,5304,30,7
100,Starfrog,DPS,Int-Based,1,71,21,98,62,5427,31,8
1,Auroradrake,Fighter / Supp,Int-Based,1,6,4,9,9,174,4,2
2,Auroradrake,Fighter / Supp,Int-Based,1,6,4,10,9,191,4,2
3,Auroradrake,Fighter / Supp,Int-Based,1,6,4,11,10,213,4,2
4,Auroradrake,Fighter / Supp,Int-Based,1,6,4,12,10,233,4,2
5,Auroradrake,Fighter / Supp,Int-Based,1,6,4,13,10,254,5,2
6,Auroradrake,Fighter / Supp,Int-Based,1,7,4,13,11,278,5,2
7,Auroradrake,Fighter / Supp,Int-Based,1,7,4,14,11,300,5,3
8,Auroradrake,Fighter / Supp,Int-Based,1,8,4,15,11,325,6,3
9,Auroradrake,Fighter / Supp,Int-Based,1,8,4,15,12,352,6,3
10,Auroradrake,Fighter / Supp,Int-Based,1,9,4,16,12,378,6,3
11,Auroradrake,Fighter / Supp,Int-Based,1,10,4,17,12,404,7,3
12,Auroradrake,Fighter / Supp,Int-Based,1,10,5,17,13,436,8,4
13,Auroradrake,Fighter / Supp,Int-Based,1,11,5,18,13,464,8,4
14,Auroradrake,Fighter / Supp,Int-Based,1,11,6,18,14,498,9,4
15,Auroradrake,Fighter / Supp,Int-Based,1,11,7,19,14,528,9,4
16,Auroradrake,Fighter / Supp,Int-Based,1,11,7,20,15,564,9,4
17,Auroradrake,Fighter / Supp,Int-Based,1,11,7,21,16,602,10,4
18,Auroradrake,Fighter / Supp,Int-Based,1,11,8,22,16,635,10,5
19,Auroradrake,Fighter / Supp,Int-Based,1,11,8,22,18,682,10,5
20,Auroradrake,Fighter / Supp,Int-Based,1,11,9,23,18,718,11,5
21,Auroradrake,Fighter / Supp,Int-Based,1,11,9,24,19,761,11,5
22,Auroradrake,Fighter / Supp,Int-Based,1,11,9,25,20,806,11,5
23,Auroradrake,Fighter / Supp,Int-Based,1,12,9,26,20,846,12,6
24,Auroradrake,Fighter / Supp,Int-Based,1,12,9,27,21,894,12,6
25,Auroradrake,Fighter / Supp,Int-Based,1,13,9,28,21,935,12,6
26,Auroradrake,Fighter / Supp,Int-Based,1,13,9,29,22,985,13,6
27,Auroradrake,Fighter / Supp,Int-Based,1,13,9,30,23,1038,13,6
28,Auroradrake,Fighter / Supp,Int-Based,1,14,9,31,23,1083,13,6
29,Auroradrake,Fighter / Supp,Int-Based,1,15,10,31,24,1139,15,7
30,Auroradrake,Fighter / Supp,Int-Based,1,16,10,32,24,1186,15,7
31,Auroradrake,Fighter / Supp,Int-Based,1,16,10,33,25,1245,15,7
32,Auroradrake,Fighter / Supp,Int-Based,1,16,10,34,26,1305,16,7
33,Auroradrake,Fighter / Supp,Int-Based,1,17,11,34,27,1366,16,7
34,Auroradrake,Fighter / Supp,Int-Based,1,17,11,35,28,1431,16,8
35,Auroradrake,Fighter / Supp,Int-Based,1,18,11,36,28,1484,16,8
36,Auroradrake,Fighter / Supp,Int-Based,1,18,11,37,29,1551,17,8
37,Auroradrake,Fighter / Supp,Int-Based,1,19,11,38,30,1619,17,8
38,Auroradrake,Fighter / Supp,Int-Based,1,19,11,39,31,1691,17,8
39,Auroradrake,Fighter / Supp,Int-Based,1,21,11,40,31,1750,18,8
40,Auroradrake,Fighter / Supp,Int-Based,1,21,11,41,32,1824,18,9
41,Auroradrake,Fighter / Supp,Int-Based,1,21,11,42,33,1900,18,9
42,Auroradrake,Fighter / Supp,Int-Based,1,22,11,43,33,1963,19,9
43,Auroradrake,Fighter / Supp,Int-Based,1,23,12,43,34,2043,19,9
44,Auroradrake,Fighter / Supp,Int-Based,1,23,12,44,35,2124,19,9
45,Auroradrake,Fighter / Supp,Int-Based,1,24,12,45,35,2191,20,10
46,Auroradrake,Fighter / Supp,Int-Based,1,24,12,46,36,2276,20,10
47,Auroradrake,Fighter / Supp,Int-Based,1,24,13,47,37,2363,20,10
48,Auroradrake,Fighter / Supp,Int-Based,1,25,14,47,38,2453,21,10
49,Auroradrake,Fighter / Supp,Int-Based,1,26,14,48,38,2525,21,10
50,Auroradrake,Fighter / Supp,Int-Based,1,26,15,49,39,2618,22,10
51,Auroradrake,Fighter / Supp,Int-Based,1,27,16,50,39,2695,23,11
52,Auroradrake,Fighter / Supp,Int-Based,1,27,16,51,40,2791,23,11
53,Auroradrake,Fighter / Supp,Int-Based,1,28,16,51,42,2911,23,11
54,Auroradrake,Fighter / Supp,Int-Based,1,29,16,52,42,2991,24,11
55,Auroradrake,Fighter / Supp,Int-Based,1,29,16,53,43,3094,24,11
56,Auroradrake,Fighter / Supp,Int-Based,1,31,16,54,43,3177,24,12
57,Auroradrake,Fighter / Supp,Int-Based,1,31,16,55,44,3284,25,12
58,Auroradrake,Fighter / Supp,Int-Based,1,31,17,56,45,3394,25,12
59,Auroradrake,Fighter / Supp,Int-Based,1,32,17,57,45,3482,25,12
60,Auroradrake,Fighter / Supp,Int-Based,1,32,18,58,46,3595,26,12
61,Auroradrake,Fighter / Supp,Int-Based,1,33,19,59,46,3686,26,12
62,Auroradrake,Fighter / Supp,Int-Based,1,33,19,60,47,3804,26,13
63,Auroradrake,Fighter / Supp,Int-Based,1,34,19,60,49,3951,27,13
64,Auroradrake,Fighter / Supp,Int-Based,1,35,19,61,49,4046,27,13
65,Auroradrake,Fighter / Supp,Int-Based,1,35,19,62,50,4173,27,13
66,Auroradrake,Fighter / Supp,Int-Based,1,36,19,63,51,4300,28,13
67,Auroradrake,Fighter / Supp,Int-Based,1,37,19,64,51,4400,28,14
68,Auroradrake,Fighter / Supp,Int-Based,1,38,19,65,52,4532,28,14
69,Auroradrake,Fighter / Supp,Int-Based,1,38,19,66,53,4666,28,14
70,Auroradrake,Fighter / Supp,Int-Based,1,39,19,67,53,4772,29,14
71,Auroradrake,Fighter / Supp,Int-Based,1,40,19,68,54,4911,29,14
72,Auroradrake,Fighter / Supp,Int-Based,1,40,19,69,55,5053,29,14
73,Auroradrake,Fighter / Supp,Int-Based,1,41,19,70,56,5196,30,15
74,Auroradrake,Fighter / Supp,Int-Based,1,41,19,71,57,5342,30,15
75,Auroradrake,Fighter / Supp,Int-Based,1,42,19,72,57,5457,30,15
76,Auroradrake,Fighter / Supp,Int-Based,1,43,19,73,58,5609,31,15
77,Auroradrake,Fighter / Supp,Int-Based,1,44,19,73,59,5762,31,15
78,Auroradrake,Fighter / Supp,Int-Based,1,45,19,74,60,5920,31,16
79,Auroradrake,Fighter / Supp,Int-Based,1,45,19,75,61,6079,32,16
80,Auroradrake,Fighter / Supp,Int-Based,1,47,19,76,61,6201,32,16
81,Auroradrake,Fighter / Supp,Int-Based,1,47,19,77,62,6366,32,16
82,Auroradrake,Fighter / Supp,Int-Based,1,47,19,78,63,6533,33,16
83,Auroradrake,Fighter / Supp,Int-Based,1,48,19,79,64,6702,33,16
84,Auroradrake,Fighter / Supp,Int-Based,1,49,19,80,64,6833,33,17
85,Auroradrake,Fighter / Supp,Int-Based,1,50,19,81,65,7009,34,17
86,Auroradrake,Fighter / Supp,Int-Based,1,50,19,82,66,7186,34,17
87,Auroradrake,Fighter / Supp,Int-Based,1,50,19,83,67,7366,34,17
88,Auroradrake,Fighter / Supp,Int-Based,1,51,19,84,68,7549,35,17
89,Auroradrake,Fighter / Supp,Int-Based,1,52,19,85,68,7691,35,18
90,Auroradrake,Fighter / Supp,Int-Based,1,53,19,85,70,7925,35,18
91,Auroradrake,Fighter / Supp,Int-Based,1,53,19,87,70,8071,36,18
92,Auroradrake,Fighter / Supp,Int-Based,1,55,19,87,71,8266,36,18
93,Auroradrake,Fighter / Supp,Int-Based,1,55,19,88,72,8462,36,18
94,Auroradrake,Fighter / Supp,Int-Based,1,56,19,89,72,8613,37,18
95,Auroradrake,Fighter / Supp,Int-Based,1,57,19,90,73,8816,37,19
96,Auroradrake,Fighter / Supp,Int-Based,1,57,19,91,74,9021,37,19
97,Auroradrake,Fighter / Supp,Int-Based,1,59,19,92,74,9178,38,19
98,Auroradrake,Fighter / Supp,Int-Based,1,59,19,93,75,9390,38,19
99,Auroradrake,Fighter / Supp,Int-Based,1,59,19,94,76,9604,38,19
100,Auroradrake,Fighter / Supp,Int-Based,1,60,19,95,77,9823,39,20
1,Cindertroop,Fighter,Strength-based,9,3,6,2,9,179,18,3
2,Cindertroop,Fighter,Strength-based,9,3,6,2,10,201,19,3
3,Cindertroop,Fighter,Strength-based,10,3,6,2,11,224,22,3
4,Cindertroop,Fighter,Strength-based,11,3,6,2,11,245,25,3
5,Cindertroop,Fighter,Strength-based,11,4,7,2,11,268,26,3
6,Cindertroop,Fighter,Strength-based,11,4,7,2,12,294,28,4
7,Cindertroop,Fighter,Strength-based,12,4,8,2,12,320,30,4
8,Cindertroop,Fighter,Strength-based,12,4,8,2,13,349,32,4
9,Cindertroop,Fighter,Strength-based,13,4,9,2,13,376,34,4
10,Cindertroop,Fighter,Strength-based,13,4,9,2,14,406,36,5
11,Cindertroop,Fighter,Strength-based,14,5,9,2,14,436,38,5
12,Cindertroop,Fighter,Strength-based,14,5,10,2,15,470,41,5
13,Cindertroop,Fighter,Strength-based,15,5,10,2,16,506,43,5
14,Cindertroop,Fighter,Strength-based,16,5,11,2,16,539,46,5
15,Cindertroop,Fighter,Strength-based,16,6,11,2,17,577,47,6
16,Cindertroop,Fighter,Strength-based,17,6,12,2,17,611,50,6
17,Cindertroop,Fighter,Strength-based,18,6,12,2,18,653,52,6
18,Cindertroop,Fighter,Strength-based,18,6,13,2,19,697,54,6
19,Cindertroop,Fighter,Strength-based,19,7,13,2,19,735,56,7
20,Cindertroop,Fighter,Strength-based,20,7,13,2,20,781,62,7
21,Cindertroop,Fighter,Strength-based,20,8,14,2,21,828,63,7
22,Cindertroop,Fighter,Strength-based,21,8,14,2,22,878,66,7
23,Cindertroop,Fighter,Strength-based,22,8,15,2,22,921,69,7
24,Cindertroop,Fighter,Strength-based,22,9,15,2,23,974,71,8
25,Cindertroop,Fighter,Strength-based,23,9,16,2,23,1019,73,8
26,Cindertroop,Fighter,Strength-based,24,9,16,2,24,1075,76,8
27,Cindertroop,Fighter,Strength-based,24,10,17,2,25,1132,77,8
28,Cindertroop,Fighter,Strength-based,25,10,17,2,26,1191,80,9
29,Cindertroop,Fighter,Strength-based,26,10,18,2,26,1242,82,9
30,Cindertroop,Fighter,Strength-based,26,11,18,3,27,1305,84,9
31,Cindertroop,Fighter,Strength-based,27,12,19,3,27,1358,86,9
32,Cindertroop,Fighter,Strength-based,28,12,19,3,28,1424,89,9
33,Cindertroop,Fighter,Strength-based,28,12,21,3,29,1492,91,10
34,Cindertroop,Fighter,Strength-based,29,12,21,3,30,1562,94,10
35,Cindertroop,Fighter,Strength-based,30,12,21,4,31,1633,101,10
36,Cindertroop,Fighter,Strength-based,31,14,21,4,31,1695,103,10
37,Cindertroop,Fighter,Strength-based,31,14,22,4,32,1770,105,11
38,Cindertroop,Fighter,Strength-based,32,14,22,4,33,1847,107,11
39,Cindertroop,Fighter,Strength-based,33,14,23,5,33,1912,110,11
40,Cindertroop,Fighter,Strength-based,34,14,23,5,34,1993,112,11
41,Cindertroop,Fighter,Strength-based,34,14,24,6,35,2077,114,11
42,Cindertroop,Fighter,Strength-based,35,16,24,6,35,2146,116,12
43,Cindertroop,Fighter,Strength-based,35,16,25,7,36,2233,119,12
44,Cindertroop,Fighter,Strength-based,36,16,25,7,37,2322,121,12
45,Cindertroop,Fighter,Strength-based,37,17,26,7,37,2396,124,12
46,Cindertroop,Fighter,Strength-based,38,17,26,8,38,2489,126,13
47,Cindertroop,Fighter,Strength-based,38,18,27,8,39,2585,128,13
48,Cindertroop,Fighter,Strength-based,39,18,27,9,40,2682,130,13
49,Cindertroop,Fighter,Strength-based,40,19,28,9,40,2762,140,13
50,Cindertroop,Fighter,Strength-based,41,19,28,10,41,2865,142,13
51,Cindertroop,Fighter,Strength-based,41,20,29,10,42,2967,144,14
52,Cindertroop,Fighter,Strength-based,42,20,29,10,43,3074,146,14
53,Cindertroop,Fighter,Strength-based,43,20,31,10,43,3161,150,14
54,Cindertroop,Fighter,Strength-based,44,20,31,10,44,3271,152,14
55,Cindertroop,Fighter,Strength-based,44,21,32,10,45,3385,154,15
56,Cindertroop,Fighter,Strength-based,45,21,32,11,46,3501,156,15
57,Cindertroop,Fighter,Strength-based,46,21,32,11,47,3619,159,15
58,Cindertroop,Fighter,Strength-based,47,22,33,11,47,3713,161,15
59,Cindertroop,Fighter,Strength-based,48,22,33,12,48,3836,164,15
60,Cindertroop,Fighter,Strength-based,48,22,34,12,49,3960,165,16
61,Cindertroop,Fighter,Strength-based,49,23,34,12,50,4089,168,16
62,Cindertroop,Fighter,Strength-based,50,23,35,12,51,4218,180,16
63,Cindertroop,Fighter,Strength-based,51,24,36,12,51,4323,183,16
64,Cindertroop,Fighter,Strength-based,52,24,36,12,52,4458,185,17
65,Cindertroop,Fighter,Strength-based,52,25,37,12,53,4594,187,17
66,Cindertroop,Fighter,Strength-based,53,25,37,12,54,4735,189,17
67,Cindertroop,Fighter,Strength-based,54,26,38,12,54,4846,192,17
68,Cindertroop,Fighter,Strength-based,54,27,39,12,55,4991,193,17
69,Cindertroop,Fighter,Strength-based,55,28,39,12,56,5138,195,18
70,Cindertroop,Fighter,Strength-based,56,29,40,12,56,5255,199,18
71,Cindertroop,Fighter,Strength-based,57,29,40,12,57,5407,201,18
72,Cindertroop,Fighter,Strength-based,58,29,41,12,58,5563,204,18
73,Cindertroop,Fighter,Strength-based,58,30,42,12,59,5720,205,19
74,Cindertroop,Fighter,Strength-based,59,31,42,12,60,5881,208,19
75,Cindertroop,Fighter,Strength-based,60,31,43,12,60,6008,221,19
76,Cindertroop,Fighter,Strength-based,61,31,43,12,62,6212,224,19
77,Cindertroop,Fighter,Strength-based,62,31,44,12,62,6342,226,19
78,Cindertroop,Fighter,Strength-based,62,32,45,12,63,6515,229,20
79,Cindertroop,Fighter,Strength-based,63,33,45,12,64,6689,231,20
80,Cindertroop,Fighter,Strength-based,64,33,46,12,64,6825,234,20
81,Cindertroop,Fighter,Strength-based,65,33,47,12,65,7005,236,20
82,Cindertroop,Fighter,Strength-based,66,33,47,12,66,7189,239,21
83,Cindertroop,Fighter,Strength-based,66,34,48,12,67,7376,240,21
84,Cindertroop,Fighter,Strength-based,67,35,48,12,68,7565,243,21
85,Cindertroop,Fighter,Strength-based,68,36,49,12,68,7711,245,21
86,Cindertroop,Fighter,Strength-based,69,36,50,12,69,7905,249,21
87,Cindertroop,Fighter,Strength-based,70,36,50,12,70,8103,264,22
88,Cindertroop,Fighter,Strength-based,70,38,51,12,71,8305,266,22
89,Cindertroop,Fighter,Strength-based,71,38,51,12,72,8510,268,22
90,Cindertroop,Fighter,Strength-based,72,38,53,12,72,8667,271,22
91,Cindertroop,Fighter,Strength-based,73,38,53,12,73,8876,273,23
92,Cindertroop,Fighter,Strength-based,74,39,53,12,74,9091,276,23
93,Cindertroop,Fighter,Strength-based,74,40,54,12,75,9308,277,23
94,Cindertroop,Fighter,Strength-based,75,40,54,12,76,9526,280,23
95,Cindertroop,Fighter,Strength-based,76,40,55,12,77,9750,283,23
96,Cindertroop,Fighter,Strength-based,77,41,56,12,77,9920,286,24
97,Cindertroop,Fighter,Strength-based,78,41,56,12,78,10151,288,24
98,Cindertroop,Fighter,Strength-based,78,42,57,12,79,10383,290,24
99,Cindertroop,Fighter,Strength-based,79,43,57,12,80,10620,292,24
100,Cindertroop,Fighter,Strength-based,80,43,58,12,81,10860,310,25
1,Cloverguard,Tank,Strength-based,6,9,4,1,9,207,14,3
2,Cloverguard,Tank,Strength-based,6,9,4,1,10,231,15,3
3,Cloverguard,Tank,Strength-based,7,9,4,1,11,256,17,3
4,Cloverguard,Tank,Strength-based,7,10,4,1,11,281,18,3
5,Cloverguard,Tank,Strength-based,7,10,4,1,12,310,19,4
6,Cloverguard,Tank,Strength-based,7,11,5,1,12,337,21,4
7,Cloverguard,Tank,Strength-based,8,11,5,1,13,369,23,4
8,Cloverguard,Tank,Strength-based,8,12,5,1,13,398,24,4
9,Cloverguard,Tank,Strength-based,9,12,5,1,14,433,27,5
10,Cloverguard,Tank,Strength-based,9,13,5,1,14,465,28,5
11,Cloverguard,Tank,Strength-based,10,13,6,2,14,498,31,5
12,Cloverguard,Tank,Strength-based,11,13,6,2,15,537,33,5
13,Cloverguard,Tank,Strength-based,11,14,7,2,15,572,34,6
14,Cloverguard,Tank,Strength-based,11,14,8,2,16,614,35,6
15,Cloverguard,Tank,Strength-based,11,15,8,3,16,651,36,6
16,Cloverguard,Tank,Strength-based,11,16,8,3,17,697,37,6
17,Cloverguard,Tank,Strength-based,12,16,8,3,18,744,40,7
18,Cloverguard,Tank,Strength-based,12,17,8,3,19,792,41,7
19,Cloverguard,Tank,Strength-based,13,17,8,3,20,843,43,7
20,Cloverguard,Tank,Strength-based,13,18,8,3,21,896,44,7
21,Cloverguard,Tank,Strength-based,13,19,10,3,21,942,46,8
22,Cloverguard,Tank,Strength-based,14,19,10,3,22,997,48,8
23,Cloverguard,Tank,Strength-based,15,20,10,3,22,1047,50,8
24,Cloverguard,Tank,Strength-based,15,21,10,3,23,1107,52,8
25,Cloverguard,Tank,Strength-based,16,21,10,3,24,1168,54,9
26,Cloverguard,Tank,Strength-based,17,22,11,3,24,1221,56,9
27,Cloverguard,Tank,Strength-based,17,23,11,3,25,1286,57,9
28,Cloverguard,Tank,Strength-based,17,24,11,3,26,1353,58,9
29,Cloverguard,Tank,Strength-based,18,24,12,4,26,1411,60,10
30,Cloverguard,Tank,Strength-based,18,25,12,4,27,1482,61,10
31,Cloverguard,Tank,Strength-based,19,25,12,5,28,1555,63,10
32,Cloverguard,Tank,Strength-based,19,26,12,5,29,1630,65,10
33,Cloverguard,Tank,Strength-based,20,26,13,5,30,1708,70,11
34,Cloverguard,Tank,Strength-based,21,27,13,6,30,1774,72,11
35,Cloverguard,Tank,Strength-based,21,28,13,6,31,1854,73,11
36,Cloverguard,Tank,Strength-based,21,28,15,6,32,1939,75,11
37,Cloverguard,Tank,Strength-based,22,29,15,7,32,2009,77,12
38,Cloverguard,Tank,Strength-based,22,30,15,7,33,2097,78,12
39,Cloverguard,Tank,Strength-based,23,31,16,7,33,2170,80,12
40,Cloverguard,Tank,Strength-based,23,31,16,7,35,2280,82,12
41,Cloverguard,Tank,Strength-based,24,32,16,7,35,2357,84,13
42,Cloverguard,Tank,Strength-based,24,33,17,7,36,2453,85,13
43,Cloverguard,Tank,Strength-based,25,33,17,7,37,2553,87,13
44,Cloverguard,Tank,Strength-based,25,34,18,7,38,2655,88,13
45,Cloverguard,Tank,Strength-based,26,35,18,7,38,2739,90,14
46,Cloverguard,Tank,Strength-based,27,36,18,7,39,2845,92,14
47,Cloverguard,Tank,Strength-based,28,36,19,7,40,2954,95,14
48,Cloverguard,Tank,Strength-based,28,37,19,7,41,3065,96,14
49,Cloverguard,Tank,Strength-based,28,38,20,7,42,3179,98,15
50,Cloverguard,Tank,Strength-based,29,39,21,7,42,3271,100,15
51,Cloverguard,Tank,Strength-based,30,39,21,7,43,3390,107,15
52,Cloverguard,Tank,Strength-based,31,40,21,7,44,3512,109,15
53,Cloverguard,Tank,Strength-based,31,41,21,7,45,3636,110,16
54,Cloverguard,Tank,Strength-based,31,42,22,7,46,3762,111,16
55,Cloverguard,Tank,Strength-based,32,42,22,7,47,3892,114,16
56,Cloverguard,Tank,Strength-based,33,43,23,7,47,3996,116,16
57,Cloverguard,Tank,Strength-based,33,44,23,7,48,4132,117,17
58,Cloverguard,Tank,Strength-based,34,45,23,7,49,4268,119,17
59,Cloverguard,Tank,Strength-based,35,45,23,7,50,4408,121,17
60,Cloverguard,Tank,Strength-based,35,46,24,7,51,4552,122,17
61,Cloverguard,Tank,Strength-based,36,47,25,7,51,4667,125,18
62,Cloverguard,Tank,Strength-based,36,48,25,7,52,4815,127,18
63,Cloverguard,Tank,Strength-based,37,49,25,7,53,4966,129,18
64,Cloverguard,Tank,Strength-based,38,49,25,7,54,5120,131,18
65,Cloverguard,Tank,Strength-based,38,50,26,7,55,5277,132,19
66,Cloverguard,Tank,Strength-based,39,51,27,7,55,5403,134,19
67,Cloverguard,Tank,Strength-based,39,52,28,7,56,5566,135,19
68,Cloverguard,Tank,Strength-based,40,52,29,7,57,5732,144,19
69,Cloverguard,Tank,Strength-based,40,53,29,7,58,5901,145,20
70,Cloverguard,Tank,Strength-based,42,53,29,7,59,6072,149,20
71,Cloverguard,Tank,Strength-based,42,54,29,7,60,6248,150,20
72,Cloverguard,Tank,Strength-based,43,55,29,7,61,6425,152,20
