id,name,family,region,design_role,combat_identity,prototype_mechanical_role,element,attack_base,basic_category,base_hp,base_attack,speed,ready_seconds,arena_move_per_second,basic_reach,passive_id,passive,passive_description,skills,default_three,habitat,source_level,sheet_source_level,encounter_source,map_species_count,availability_percent,recheck_seconds,echo_percent,live_loot_json,xp_per_participating_individual,future_boss_essence_json,proposed_not_live_loot_json,silhouette_brief,animation_brief,art_status,all_habitats_json
bronzebuck,Gonglet,Construct,Amber Hollow,Tank / Supp,Resonant guard,Tank,Earth,Int-Based,magic,968,25,44.44444444444444,2.25,5.6,34,innate-bronzebuck,Resonant Rim,"Every second direct hit received grants one Note, maximum 2; at most one Note every 1s. Its next ally shield spends all Notes for +0.30 MATK shield per Note, once per cast.",sig-bronzebuck-little-toll=Little Toll; sig-bronzebuck-sheltering-chime=Sheltering Chime; sig-bronzebuck-grand-resonance=Grand Resonance; general-rally=Rally; bronzebuck_0=Bronze Antler Rush; bronzebuck_1=Bronze Rootbind; bronzebuck_2=Bronze Wildguard; bronzebuck_3=Bronze Fortify; bronzebuck_4=Bronze Green Canopy,sig-bronzebuck-little-toll; sig-bronzebuck-sheltering-chime; sig-bronzebuck-grand-resonance,hollow-2,28,28,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 15, ""chanceBP"": 10000}, {""id"": ""echo:bronzebuck"", ""quantity"": 1, ""chanceBP"": 1500}]",3100,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A small brass gong hangs inside its own round frame, with crescent feet, mitten-like beaters and a sleepy embossed face.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-2:bronzebuck"", ""map"": ""hollow-2"", ""mapName"": ""Ghost Tower Entrance"", ""level"": 28, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 1380, ""y"": 4620, ""radiusWorldUnits"": 200}]"
thistlehare,Pinstitch,Haunted object,Amber Hollow,DPS / Supp,Hexing skirmisher,Melee DPS,Earth,Dex-Based,ranged,616,45,60.60606060606061,1.65,10,34,innate-thistlehare,Loose Thread,"The first time each ally lands a direct hit on Pinstitch's current stitched target, deal an additional 0.20 ATK physical damage.",sig-thistlehare-button-prick=Button Prick; sig-thistlehare-hem-snare=Hem Snare; sig-thistlehare-pull-the-seam=Pull the Seam; sig-thistlehare-stitched-effigy=Stitched Effigy; general-focused-attack=Focused Attack; thistlehare_0=Thistle Pounce; thistlehare_1=Thistle Spore Toss; thistlehare_2=Thistle Quickstep; thistlehare_3=Thistle Wild Lunge; thistlehare_4=Thistle Rootbind,sig-thistlehare-button-prick; sig-thistlehare-hem-snare; sig-thistlehare-pull-the-seam,ghost-tower-2,26,30,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 14, ""chanceBP"": 10000}, {""id"": ""echo:thistlehare"", ""quantity"": 1, ""chanceBP"": 1500}]",2900,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A small rag doll has one enormous stitched hand, a crooked button eye and a soft crown of blunt, mismatched pins.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-2:thistlehare"", ""map"": ""ghost-tower-2"", ""mapName"": ""Ghost Tower · Floor 2"", ""level"": 26, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 850, ""y"": 950, ""radiusWorldUnits"": 200}]"
ashporcupine,Wickeep,Haunted object,Amber Hollow,Supp,Sustain support,Tank,Fire,Dex-Based,ranged,984,26,44.9438202247191,2.225,5.6,34,innate-ashporcupine,Keep the Flame,"While the living trainer is below 60% HP, Wickeep gains +15 HIT and deals 12% more physical damage. Bonuses stop immediately when the trainer recovers.",sig-ashporcupine-waxpin=Waxpin; sig-ashporcupine-cupped-ember=Cupped Ember; sig-ashporcupine-last-light-volley=Last Light Volley; general-battle-rhythm=Battle Rhythm; ashporcupine_0=Ash Boulder Toss; ashporcupine_1=Ash Carapace; ashporcupine_2=Ash Scorch; ashporcupine_3=Ash Bondguard; ashporcupine_4=Ash Shell Bash,sig-ashporcupine-waxpin; sig-ashporcupine-cupped-ember; sig-ashporcupine-last-light-volley,ghost-tower-1,24,32,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 14, ""chanceBP"": 10000}, {""id"": ""echo:ashporcupine"", ""quantity"": 1, ""chanceBP"": 1500}]",2700,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A small wax being with drooping sleeves, a worried little face and broad hands cupped around the soul-flame on its head.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-2:ashporcupine"", ""map"": ""ghost-tower-1"", ""mapName"": ""Ghost Tower · Floor 1"", ""level"": 24, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 850, ""y"": 950, ""radiusWorldUnits"": 200}, {""id"": ""ghost-tower-3:ashporcupine"", ""map"": ""ghost-tower-3"", ""mapName"": ""Ghost Tower · Floor 3"", ""level"": 27, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 2700, ""y"": 2350, ""radiusWorldUnits"": 200}, {""id"": ""ghost-tower-4:ashporcupine"", ""map"": ""ghost-tower-4"", ""mapName"": ""Ghost Tower · Floor 4 · Rooftop Cemetery"", ""level"": 29, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 2700, ""y"": 2350, ""radiusWorldUnits"": 200}]"
resinroach,Resinrook,Construct,Amber Hollow,Tank,Fortifying tank,Ranged DPS,Earth,Strength-based,melee,521,38,52.63157894736842,1.9000000000000001,8,12,innate-resinroach,Clinging Resin,"An enemy that lands a basic attack on Resinrook or hits its Resin Screen with a basic projectile has its basic-attack interval increased by 10% for 2s. Reapplication refreshes duration, never magnitude.",sig-resinroach-amber-fist=Amber Fist; sig-resinroach-seal-the-cracks=Seal the Cracks; sig-resinroach-resin-bastion=Resin Bastion; general-brace=Brace; general-heavy-attack=Heavy Attack; resinroach_0=Resin Spore Toss; resinroach_1=Resin Boulder Toss; resinroach_2=Resin Rootbind; resinroach_3=Resin Quickstep; resinroach_4=Resin Iron Ward,sig-resinroach-amber-fist; sig-resinroach-seal-the-cracks; sig-resinroach-resin-bastion,hollow-2,34,34,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 17, ""chanceBP"": 10000}, {""id"": ""echo:resinroach"", ""quantity"": 1, ""chanceBP"": 1500}]",3700,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A squat amber tower has enormous block-like arms, a recessed stern face and a small leafy twig suspended inside its chest.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-2:resinroach"", ""map"": ""hollow-2"", ""mapName"": ""Ghost Tower Entrance"", ""level"": 34, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3680, ""y"": 7455, ""radiusWorldUnits"": 200}]"
marigoldia,Marigloom,Afterlife spirit,Amber Hollow,Supp,Protective soul support,Support,Earth,Int-Based,magic,469,21,52.631578947368425,1.9,8,34,innate-marigoldia,Bloom in Sorrow,Direct heals on allies at 40% HP or lower are 25% stronger. Check HP before the heal; secondary proc heals do not receive this bonus again.,sig-marigoldia-petal-poultice=Petal Poultice; sig-marigoldia-mourning-bloom=Mourning Bloom; sig-marigoldia-second-spring=Second Spring; general-basic-ward=Basic Ward; marigoldia_0=Marigold Little Bloom; marigoldia_1=Marigold Grove Renewal; marigoldia_2=Marigold Petal Ward; marigoldia_3=Marigold Fresh Start; marigoldia_4=Marigold Entangle,sig-marigoldia-petal-poultice; sig-marigoldia-mourning-bloom; sig-marigoldia-second-spring,hollow-3,32,32,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 16, ""chanceBP"": 10000}, {""id"": ""echo:marigoldia"", ""quantity"": 1, ""chanceBP"": 1500}]",3500,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A small ivory face floats within a wide rosette of soft petals, with two little hands dangling beneath its flower-cloak.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-3:marigoldia"", ""map"": ""hollow-3"", ""mapName"": ""Emberglass Cave"", ""level"": 32, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 1430.3999999999999, ""y"": 4926.6, ""radiusWorldUnits"": 200}]"
flintjackal,Cinderknuckle,Demon / fiend,Amber Hollow,Fighter,Heavy melee brawler,Melee DPS,Fire,Int-Based,magic,592,43,59.70149253731344,1.6749999999999998,10,12,innate-flintjackal,Banked Heat,"Each damaging active grants one Heat after resolving, maximum 3. Basic attacks consume one Heat to deal +0.35 MATK magic damage and grant a 0.20 MATK shield for 2s.",sig-flintjackal-coal-jab=Coal Jab; sig-flintjackal-kiln-stance=Kiln Stance; sig-flintjackal-furnace-uppercut=Furnace Uppercut; general-battle-rhythm=Battle Rhythm; general-fortify=Fortify; flintjackal_0=Flint Cinderbite; flintjackal_1=Flint Wild Lunge; flintjackal_2=Flint Pounce; flintjackal_3=Flint Quickstep; flintjackal_4=Flint Firefan,sig-flintjackal-coal-jab; sig-flintjackal-kiln-stance; sig-flintjackal-furnace-uppercut,hollow-3,34,34,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 17, ""chanceBP"": 10000}, {""id"": ""echo:flintjackal"", ""quantity"": 1, ""chanceBP"": 1500}]",3700,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A broad little fiend with oversized charcoal fists, short curled horns and a tiny round face tucked between its shoulders.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-3:flintjackal"", ""map"": ""hollow-3"", ""mapName"": ""Emberglass Cave"", ""level"": 34, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3576, ""y"": 7282.8, ""radiusWorldUnits"": 200}]"
dunecoil,Ribwhirl,Skeletal / undead,Amber Hollow,Fighter,Rolling melee fighter,Ranged DPS,Earth,Int-Based,magic,545,40,52.63157894736842,1.9000000000000001,8,12,innate-dunecoil,Skull and Rib,Alternate basic cycles: Skull deals 1.15 times normal basic damage; Rib deals 0.85 times normal basic damage and grants a 0.25 MATK shield for 2s. Start on Skull.,sig-dunecoil-spinal-spin=Spinal Spin; sig-dunecoil-brace-the-ribs=Brace the Ribs; sig-dunecoil-rib-cascade=Rib Cascade; general-battle-rhythm=Battle Rhythm; general-brace=Brace; general-fortify=Fortify; dunecoil_0=Dune Boulder Toss; dunecoil_1=Dune Rootbind; dunecoil_2=Dune Spore Toss; dunecoil_3=Dune Snowhide; dunecoil_4=Dune Headwind,sig-dunecoil-spinal-spin; sig-dunecoil-brace-the-ribs; sig-dunecoil-rib-cascade,hollow-3,36,36,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 18, ""chanceBP"": 10000}, {""id"": ""echo:dunecoil"", ""quantity"": 1, ""chanceBP"": 1500}]",3900,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A ring of rounded ribs forms a wheel around a small grinning skull, with two oversized bone hands hanging at its sides.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-3:dunecoil"", ""map"": ""hollow-3"", ""mapName"": ""Emberglass Cave"", ""level"": 36, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 8224.8, ""y"": 3213, ""radiusWorldUnits"": 200}]"
saffronmoth,Saffrune,Plant / fungus,Amber Hollow,Supp,Buff-and-cleanse support,Support,Wind,Int-Based,magic,493,22,52.631578947368425,1.9,8,34,innate-saffronmoth,Threefold Inscription,"After Saffrune personally casts once from each of its 4s, 8s, and 12s slots, each other ally's next active within 4s gains +12% primary damage, healing, or shielding. Reset the three checkmarks; 6s trigger cooldown.",sig-saffronmoth-saffron-script=Saffron Script; sig-saffronmoth-root-rune=Root Rune; sig-saffronmoth-petal-benediction=Petal Benediction; general-basic-ward=Basic Ward; general-basic-heal=Basic Heal; saffronmoth_0=Saffron Moondust; saffronmoth_1=Saffron Guiding Lantern; saffronmoth_2=Saffron Aurora; saffronmoth_3=Saffron Moonbeam; saffronmoth_4=Saffron Fresh Start,sig-saffronmoth-saffron-script; sig-saffronmoth-root-rune; sig-saffronmoth-petal-benediction,hollow-3,38,38,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 18, ""chanceBP"": 10000}, {""id"": ""echo:saffronmoth"", ""quantity"": 1, ""chanceBP"": 1500}]",4100,null,"[{""id"": ""amberresin"", ""name"": ""Amber Resin"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Warm lantern housings"", ""status"": ""PLANNED_NOT_LIVE""}]","A broad-petaled flower floats above a tiny seed face, with long saffron-colored roots curled into two delicate loops.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""hollow-3:saffronmoth"", ""map"": ""hollow-3"", ""mapName"": ""Emberglass Cave"", ""level"": 38, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 10251.2, ""y"": 4926.6, ""radiusWorldUnits"": 200}]"
moonrabbit,Pillowisp,Elemental / abstract,Moonwell,Supp,Rest-and-cleanse support,Support,Water,Int-Based,magic,501,23,51.948051948051955,1.9249999999999998,8,34,innate-moonrabbit,Soft Landing,"Whenever Pillowisp directly heals an ally, give that ally Padding for 2s: its next direct hit received deals 12% less damage. Padding does not stack and can be applied to an ally at most once every 2s.",sig-moonrabbit-pillow-patch=Pillow Patch; sig-moonrabbit-drowsy-fold=Drowsy Fold; sig-moonrabbit-dream-quilt=Dream Quilt; general-basic-heal=Basic Heal; general-rally=Rally; moonrabbit_0=Moon Moondust; moonrabbit_1=Moon Aurora; moonrabbit_2=Moon Snowhide; moonrabbit_3=Moon Frostbolt; moonrabbit_4=Moon Guiding Lantern,sig-moonrabbit-pillow-patch; sig-moonrabbit-drowsy-fold; sig-moonrabbit-dream-quilt,ruins-0,42,42,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 20, ""chanceBP"": 10000}, {""id"": ""echo:moonrabbit"", ""quantity"": 1, ""chanceBP"": 1500}]",4500,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A squashy dream creature has four pillow-like corners, a crescent mouth and a long folded tip that droops over one eye.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-0:moonrabbit"", ""map"": ""ruins-0"", ""mapName"": ""Moonlit Gardens"", ""level"": 42, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 3651.6000000000004, ""y"": 3729.6, ""radiusWorldUnits"": 200}]"
runecrab,Cairnclamp,Construct,Moonwell,Tank,Grappling guard,Tank,Earth,Strength-based,melee,984,26,44.44444444444444,2.25,5.6,12,innate-runecrab,Protective Grip,"A landed direct attack applies Grip for 1.5s: the target deals 12% less direct damage to the trainer, but receives no penalty when attacking Cairnclamp. Refreshing does not stack.",sig-runecrab-arch-arm-clamp=Arch-Arm Clamp; sig-runecrab-two-handed-hold=Two-Handed Hold; sig-runecrab-shale-press=Shale Press; general-fortify=Fortify; general-focused-attack=Focused Attack; runecrab_0=Rune Iron Ward; runecrab_1=Rune Shellguard; runecrab_2=Rune Shell Bash; runecrab_3=Rune Stonewave; runecrab_4=Rune Carapace,sig-runecrab-arch-arm-clamp; sig-runecrab-two-handed-hold; sig-runecrab-shale-press,ruins-0,44,44,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 20, ""chanceBP"": 10000}, {""id"": ""echo:runecrab"", ""quantity"": 1, ""chanceBP"": 1500}]",4700,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A low stack of shale forms a deep-set face between two enormous arch-shaped arms, with four small stones for feet.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-0:runecrab"", ""map"": ""ruins-0"", ""mapName"": ""Moonlit Gardens"", ""level"": 44, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 6873.6, ""y"": 3830.4, ""radiusWorldUnits"": 200}]"
starnewt,Starfrog,Reptile / amphibian,Moonwell,DPS,Ranged burst DPS,Ranged DPS,Water,Int-Based,magic,521,38,54.05405405405405,1.85,8,34,innate-starnewt,Pocket Constellation,"When another ally casts an active, gain one Star, maximum 3; shared 1s gain cooldown. The next damaging signature consumes all Stars for +0.20 MATK magic damage each.",sig-starnewt-star-skip=Star Skip; sig-starnewt-glass-constellation=Glass Constellation; sig-starnewt-bellyful-of-stars=Bellyful of Stars; general-basic-ward=Basic Ward; general-basic-heal=Basic Heal; starnewt_0=Star Frostbolt; starnewt_1=Star Comet; starnewt_2=Star Riptide; starnewt_3=Star Bubble Ward; starnewt_4=Star Arc Nova,sig-starnewt-star-skip; sig-starnewt-glass-constellation; sig-starnewt-bellyful-of-stars,ruins-0,46,46,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 21, ""chanceBP"": 10000}, {""id"": ""echo:starnewt"", ""quantity"": 1, ""chanceBP"": 1500}]",4900,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]",A tiny glass-bodied frog has a broad clear belly dotted with star-like lights and four oversized crescent-shaped feet.,Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-0:starnewt"", ""map"": ""ruins-0"", ""mapName"": ""Moonlit Gardens"", ""level"": 46, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9021.6, ""y"": 5644.8, ""radiusWorldUnits"": 200}]"
veilray,Veilora,Afterlife spirit,Moonwell,Tank / Supp,Protective spirit tank,Support,Wind,Int-Based,magic,469,21,51.948051948051955,1.9249999999999998,8,34,innate-veilray,Frayed Mercy,"When a shield on any ally is fully broken by enemy damage, gain one Thread, maximum 2; 2s shared trigger cooldown. The next damaging signature consumes Threads for +0.25 MATK magic damage each.",sig-veilray-veil-needle=Veil Needle; sig-veilray-gentle-shroud=Gentle Shroud; sig-veilray-unraveling-mercy=Unraveling Mercy; general-basic-ward=Basic Ward; veilray_0=Veil Guiding Lantern; veilray_1=Veil Aurora; veilray_2=Veil Moonbeam; veilray_3=Veil Bubble Ward; veilray_4=Veil Fresh Start,sig-veilray-veil-needle; sig-veilray-gentle-shroud; sig-veilray-unraveling-mercy,ruins-1,44,44,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 20, ""chanceBP"": 10000}, {""id"": ""echo:veilray"", ""quantity"": 1, ""chanceBP"": 1500}]",4700,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","An empty flowing veil frames two gentle lights, held open by oversized rounded bone hands above a small scalloped hem.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-1:veilray"", ""map"": ""ruins-1"", ""mapName"": ""Whisperwood"", ""level"": 44, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1339.2, ""y"": 5145, ""radiusWorldUnits"": 200}]"
duskmarten,Inkmarten,Beast,Moonwell,DPS,Melee skirmisher,Melee DPS,Water,Dex-Based,ranged,592,43,58.82352941176471,1.7,10,12,innate-duskmarten,Fresh Page,"The first landed direct hit on each newly acquired normal target has +25 HIT and +0.50 ATK physical damage. Triggers on the initial target and on a switch caused by a death, never by taunt or temporary skill targeting.",sig-duskmarten-brushbite=Brushbite; sig-duskmarten-black-margin=Black Margin; sig-duskmarten-final-stroke=Final Stroke; general-fortify=Fortify; duskmarten_0=Dusk Frostbite; duskmarten_1=Dusk Wild Lunge; duskmarten_2=Dusk Ice Pounce; duskmarten_3=Dusk Quickstep; duskmarten_4=Dusk Snowhide,sig-duskmarten-brushbite; sig-duskmarten-black-margin; sig-duskmarten-final-stroke,ruins-1,46,46,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 21, ""chanceBP"": 10000}, {""id"": ""echo:duskmarten"", ""quantity"": 1, ""chanceBP"": 1500}]",4900,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A long, low marten with oversized silent paws, a brush-tip tail and a dark face broken by two narrow white cheek marks.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-1:duskmarten"", ""map"": ""ruins-1"", ""mapName"": ""Whisperwood"", ""level"": 46, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 3571.2000000000003, ""y"": 7717.5, ""radiusWorldUnits"": 200}]"
opalowl,Hushowl,Avian,Moonwell,DPS / Supp,Ranged disruption support,Ranged DPS,Wind,Strength-based,melee,545,40,54.05405405405405,1.85,8,34,innate-opalowl,Watchful Mask,"After its current target casts an active, Hushowl's next basic hit within 2s deals +0.35 ATK physical damage. One stored response; at most one activation every 2s.",sig-opalowl-hush-feather=Hush Feather; sig-opalowl-shut-the-mask=Shut the Mask; sig-opalowl-unspoken-verdict=Unspoken Verdict; general-rally=Rally; opalowl_0=Opal Chain Spark; opalowl_1=Opal Skyneedle; opalowl_2=Opal Static Bolt; opalowl_3=Opal Tailwind; opalowl_4=Opal Frostbolt,sig-opalowl-hush-feather; sig-opalowl-shut-the-mask; sig-opalowl-unspoken-verdict,ruins-1,48,48,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 22, ""chanceBP"": 10000}, {""id"": ""echo:opalowl"", ""quantity"": 1, ""chanceBP"": 1500}]",5100,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A round owl has a smooth, sliding feather mask, tiny visible feet and two large eyes that peer out from beneath its rim.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-1:opalowl"", ""map"": ""ruins-1"", ""mapName"": ""Whisperwood"", ""level"": 48, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 7588.8, ""y"": 3910.2000000000003, ""radiusWorldUnits"": 200}]"
lanternslug,Maskin,Afterlife spirit,Moonwell,DPS / Supp,Collective ranged disruptor,Support,Earth,Int-Based,magic,493,22,51.948051948051955,1.9249999999999998,8,34,innate-lanternslug,Three Little Voices,"Every third personal active cast adds 0.40 MATK to its declared primary direct damage, heal, or shield.",sig-lanternslug-polite-mockery=Polite Mockery; sig-lanternslug-unmask-the-tricksters=Unmask the Tricksters; sig-lanternslug-false-smile=False Smile; sig-lanternslug-three-voice-verdict=Three-Voice Verdict; general-basic-ward=Basic Ward; general-greater-heal=Greater Heal; lanternslug_0=Lantern Little Bloom; lanternslug_1=Lantern Moondust; lanternslug_2=Lantern Petal Ward; lanternslug_3=Lantern Rootbind; lanternslug_4=Lantern Fresh Start,sig-lanternslug-polite-mockery; sig-lanternslug-unmask-the-tricksters; sig-lanternslug-false-smile,ruins-1,50,50,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 22, ""chanceBP"": 10000}, {""id"": ""echo:lanternslug"", ""quantity"": 1, ""chanceBP"": 1500}]",5300,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","Three tiny round spirits carry one oversized smiling mask, with their little hands and dangling feet visible around its edge.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-1:lanternslug"", ""map"": ""ruins-1"", ""mapName"": ""Whisperwood"", ""level"": 50, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9597.6, ""y"": 3189.9, ""radiusWorldUnits"": 200}]"
mirrormantis,Mirrormantis,Invertebrate,Moonwell,DPS,Deceptive melee DPS,Melee DPS,Wind,Strength-based,melee,616,45,58.82352941176471,1.7,10,12,innate-mirrormantis,False Torso,"While shielded, receiving a direct enemy active reflects 20% of its post-mitigation damage as physical damage, capped at 0.60 ATK. At most once every 2s; reflection cannot reflect or trigger procs.",sig-mirrormantis-mirror-edge=Mirror Edge; sig-mirrormantis-perfect-angle=Perfect Angle; sig-mirrormantis-shattered-reflection=Shattered Reflection; general-brace=Brace; general-fortify=Fortify; mirrormantis_0=Mirror Wild Lunge; mirrormantis_1=Mirror Antler Rush; mirrormantis_2=Mirror Quickstep; mirrormantis_3=Mirror Snowhide; mirrormantis_4=Mirror Frostbite,sig-mirrormantis-mirror-edge; sig-mirrormantis-perfect-angle; sig-mirrormantis-shattered-reflection,ruins-2,48,48,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 22, ""chanceBP"": 10000}, {""id"": ""echo:mirrormantis"", ""quantity"": 1, ""chanceBP"": 1500}]",5100,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A thin mantis holds two broad mirror forearms together as a false torso, while its real head peeks around one bright edge.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-2:mirrormantis"", ""map"": ""ruins-2"", ""mapName"": ""Fallen Observatory"", ""level"": 48, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1505.4, ""y"": 3885, ""radiusWorldUnits"": 200}]"
